State,1_31_1996,2_29_1996,3_31_1996,4_30_1996,5_31_1996,6_30_1996,7_31_1996,8_31_1996,9_30_1996,10_31_1996,11_30_1996,12_31_1996,1_31_1997,2_28_1997,3_31_1997,4_30_1997,5_31_1997,6_30_1997,7_31_1997,8_31_1997,9_30_1997,10_31_1997,11_30_1997,12_31_1997,1_31_1998,2_28_1998,3_31_1998,4_30_1998,5_31_1998,6_30_1998,7_31_1998,8_31_1998,9_30_1998,10_31_1998,11_30_1998,12_31_1998,1_31_1999,2_28_1999,3_31_1999,4_30_1999,5_31_1999,6_30_1999,7_31_1999,8_31_1999,9_30_1999,10_31_1999,11_30_1999,12_31_1999,1_31_2000,2_29_2000,3_31_2000,4_30_2000,5_31_2000,6_30_2000,7_31_2000,8_31_2000,9_30_2000,10_31_2000,11_30_2000,12_31_2000,1_31_2001,2_28_2001,3_31_2001,4_30_2001,5_31_2001,6_30_2001,7_31_2001,8_31_2001,9_30_2001,10_31_2001,11_30_2001,12_31_2001,1_31_2002,2_28_2002,3_31_2002,4_30_2002,5_31_2002,6_30_2002,7_31_2002,8_31_2002,9_30_2002,10_31_2002,11_30_2002,12_31_2002,1_31_2003,2_28_2003,3_31_2003,4_30_2003,5_31_2003,6_30_2003,7_31_2003,8_31_2003,9_30_2003,10_31_2003,11_30_2003,12_31_2003,1_31_2004,2_29_2004,3_31_2004,4_30_2004,5_31_2004,6_30_2004,7_31_2004,8_31_2004,9_30_2004,10_31_2004,11_30_2004,12_31_2004,1_31_2005,2_28_2005,3_31_2005,4_30_2005,5_31_2005,6_30_2005,7_31_2005,8_31_2005,9_30_2005,10_31_2005,11_30_2005,12_31_2005,1_31_2006,2_28_2006,3_31_2006,4_30_2006,5_31_2006,6_30_2006,7_31_2006,8_31_2006,9_30_2006,10_31_2006,11_30_2006,12_31_2006,1_31_2007,2_28_2007,3_31_2007,4_30_2007,5_31_2007,6_30_2007,7_31_2007,8_31_2007,9_30_2007,10_31_2007,11_30_2007,12_31_2007,1_31_2008,2_29_2008,3_31_2008,4_30_2008,5_31_2008,6_30_2008,7_31_2008,8_31_2008,9_30_2008,10_31_2008,11_30_2008,12_31_2008,1_31_2009,2_28_2009,3_31_2009,4_30_2009,5_31_2009,6_30_2009,7_31_2009,8_31_2009,9_30_2009,10_31_2009,11_30_2009,12_31_2009,1_31_2010,2_28_2010,3_31_2010,4_30_2010,5_31_2010,6_30_2010,7_31_2010,8_31_2010,9_30_2010,10_31_2010,11_30_2010,12_31_2010,1_31_2011,2_28_2011,3_31_2011,4_30_2011,5_31_2011,6_30_2011,7_31_2011,8_31_2011,9_30_2011,10_31_2011,11_30_2011,12_31_2011,1_31_2012,2_29_2012,3_31_2012,4_30_2012,5_31_2012,6_30_2012,7_31_2012,8_31_2012,9_30_2012,10_31_2012,11_30_2012,12_31_2012,1_31_2013,2_28_2013,3_31_2013,4_30_2013,5_31_2013,6_30_2013,7_31_2013,8_31_2013,9_30_2013,10_31_2013,11_30_2013,12_31_2013,1_31_2014,2_28_2014,3_31_2014,4_30_2014,5_31_2014,6_30_2014,7_31_2014,8_31_2014,9_30_2014,10_31_2014,11_30_2014,12_31_2014,1_31_2015,2_28_2015,3_31_2015,4_30_2015,5_31_2015,6_30_2015,7_31_2015,8_31_2015,9_30_2015,10_31_2015,11_30_2015,12_31_2015,1_31_2016,2_29_2016,3_31_2016,4_30_2016,5_31_2016,6_30_2016,7_31_2016,8_31_2016,9_30_2016,10_31_2016,11_30_2016,12_31_2016,1_31_2017,2_28_2017,3_31_2017,4_30_2017,5_31_2017,6_30_2017,7_31_2017,8_31_2017,9_30_2017,10_31_2017,11_30_2017,12_31_2017,1_31_2018,2_28_2018,3_31_2018,4_30_2018,5_31_2018,6_30_2018,7_31_2018,8_31_2018,9_30_2018,10_31_2018,11_30_2018,12_31_2018,1_31_2019,2_28_2019,3_31_2019,4_30_2019,5_31_2019,6_30_2019,7_31_2019,8_31_2019,9_30_2019,10_31_2019,11_30_2019,12_31_2019,1_31_2020,2_29_2020,3_31_2020,4_30_2020,5_31_2020,6_30_2020,7_31_2020,8_31_2020,9_30_2020,10_31_2020,11_30_2020,12_31_2020,1_31_2021,2_28_2021
West Virginia,61692,61697,61699,61711,61715,61727,61730,61710,61638,61599,61627,61712,62056,62409,62801,62989,63136,63259,63340,63507,63682,63920,64142,64421,64356,64181,63958,63915,64057,64246,64568,64849,65273,65528,65608,65463,65256,65180,65052,65162,65204,65319,65417,65442,65410,65358,65446,65572,65852,66169,66529,66740,66885,67066,67259,67548,67807,68134,68596,69186,69841,70132,70375,70511,70849,71111,71340,71547,71760,71975,72086,72160,72209,72411,72654,72905,73075,73251,73450,73717,74001,74382,74606,74789,74863,75137,75421,75803,76141,76483,76770,76990,77220,77395,77713,78097,78578,79043,79624,80142,80556,80896,81356,81991,82609,83203,83738,84269,84838,85491,86025,86604,87153,87835,88499,88857,89194,89435,89929,90405,90884,90957,90950,90853,91141,91416,91640,91896,92325,92869,93136,93199,93073,93177,93371,93666,93754,93757,93723,93785,94090,94410,94736,94851,94890,94939,94891,94910,94886,94908,94974,94951,94507,93962,93513,93411,93530,93484,93403,93036,92672,92258,91844,91476,91033,90668,90256,90019,89826,89785,89928,90127,90291,90373,90412,90461,90400,90265,90068,89897,89679,89448,89074,88810,88638,88635,88595,88546,88571,88642,88770,88831,88867,88899,88950,88981,88958,88934,88978,89037,89120,89191,89276,89336,89476,89667,89924,90137,90337,90511,90722,90921,91183,91452,91744,91983,92138,92193,92243,92346,92514,92667,92808,92989,93213,93478,93713,93942,94098,94330,94542,94809,95025,95250,95458,95642,95852,96027,96224,96399,96702,96946,97209,97376,97575,97728,97880,98006,98066,98110,98124,98213,98256,98363,98479,98700,98957,99272,99618,100023,100440,100925,101430,101848,102213,102538,102839,103059,103185,103306,103398,103490,103650,103772,103990,104263,104660,105069,105451,105793,106112,106456,106826,107245,107592,107887,107730,107668,107714,107958,108124,108244,108532,108833,109166,109497,109898,110399,111258,112097,112874,113578
Nebraska,85018,85348,85564,86030,86362,86746,87133,87532,87889,88285,88754,89130,89475,89717,90167,90655,91231,91662,92042,92438,92872,93226,93501,93908,94483,95012,95293,95407,95760,96290,96887,97358,97833,98310,98732,99140,99396,99713,100085,100577,100889,101028,101189,101484,101808,102174,102509,102820,102925,103140,103384,103778,103950,104103,104189,104395,104589,104785,105046,105296,105756,106005,106220,106295,106570,106948,107332,107627,107893,108128,108368,108627,108902,109214,109537,109855,110209,110537,110842,111149,111484,111901,112283,112685,113068,113491,113911,114333,114767,115183,115661,116136,116728,117275,117843,118332,118811,119327,119813,120313,120789,121326,121874,122393,122714,123007,123293,123765,124218,124632,125066,125490,125949,126358,126755,127149,127557,127968,128330,128591,128902,129249,129592,129891,130158,130487,130656,130713,130806,131112,131442,131672,131821,131951,131984,131965,131821,131448,131261,131199,131251,130925,130664,130416,130101,129563,128973,128535,128160,128025,127907,127779,127408,127011,126573,126073,125627,125416,125653,125680,125839,125893,126165,126407,126838,127376,127833,128317,128766,129094,128974,129250,129216,129075,128223,127377,126549,125836,125188,124779,124588,124526,124357,123743,123357,123112,123277,123493,123564,123765,123851,123780,123276,122697,122617,122901,123359,123684,124102,124440,124987,125270,125808,126334,127437,128389,128890,128977,128964,129257,129530,129885,130170,130569,130874,131164,131151,131334,131775,132608,133252,133667,133987,134277,134557,134818,135107,135628,136223,137000,137718,138373,139034,139669,140271,140893,141464,142071,142723,143200,143715,143939,144167,144335,144802,145479,146318,147181,148084,148948,149691,150455,151223,152231,153420,154633,155557,156297,157012,157744,158556,159470,160488,161504,162402,163269,163944,164758,165731,166782,167608,168336,169015,169647,170321,171130,172006,172656,173286,173992,174927,175838,176780,177608,178326,178838,179191,179584,180237,180967,181709,182297,182880,183557,184418,185514,186809,188382,190158,191958,193687,195635
Idaho,125439,125247,125171,124987,124858,124694,124542,124504,124505,124572,124652,124831,125168,125670,126110,126484,126912,127521,128170,128672,129105,129478,129804,130018,130043,129890,129770,129729,129722,129632,129653,129710,129901,130051,130278,130494,130682,130995,131266,131587,131628,131658,131483,131467,131418,131546,131758,132058,132405,132613,132794,132931,133333,133803,134269,134647,134955,135253,135563,135878,136400,136857,137539,138085,138563,138825,139231,139723,140255,140723,141054,141428,141634,141958,142181,142343,142496,142770,143084,143359,143636,144000,144423,144707,144971,145236,145347,145796,146220,146677,146881,147086,147445,147792,148169,148805,149457,150198,150935,151604,152272,152824,153557,154105,154612,155325,156315,157667,158959,160451,162065,163306,164773,166363,168688,171483,174306,177721,180136,181734,183019,184853,187097,189943,192638,195858,197749,199407,200858,200456,201118,201656,203450,203500,203486,203589,204260,204238,204483,204567,204681,205320,205665,206306,206410,207231,207317,206760,205013,203356,201897,200450,198975,197491,195713,193513,191128,188505,186141,183632,181486,179777,178081,176380,174626,173152,171959,171220,170106,169285,168009,167333,166598,165051,163002,161006,159160,157345,155498,153725,152284,150727,149549,147861,146439,145664,145559,145353,145223,145263,145605,145823,145980,146472,147076,148426,149699,151059,152392,154272,156193,157978,159312,160944,162888,164526,166464,167808,169573,170947,172544,173795,174864,175888,176964,177663,178006,178605,179205,179899,180233,180639,180768,180719,180868,181167,181780,182587,183475,184499,185298,186472,187450,188617,189582,190887,191946,193042,194052,195392,197294,198859,200412,201209,202519,203684,205133,206474,208148,209915,211541,213026,213866,215110,216332,218494,220275,222169,223969,225933,228038,229941,232090,234165,236561,238986,241514,244124,247289,250890,254543,257388,259805,262168,264817,267257,269807,271860,274354,276323,278646,280560,282918,285504,288167,290428,291872,293345,294954,297429,299912,302806,305608,308918,312347,316557,321463,327383,334419,342294,350717,359546
Hawaii,250985,250072,249281,247668,245786,243727,241655,240296,239123,237901,236407,235125,234293,233602,232498,231040,229882,229150,228583,227607,226719,226240,226047,225704,224592,223364,222749,222911,223540,224226,224979,224888,224373,223369,222661,221912,221499,221288,220845,220180,219197,218021,216798,216345,216316,216733,217386,218367,220008,221191,222617,223494,224777,226108,227379,228780,229984,231294,232146,233136,233952,234796,235472,236448,237778,239168,240625,241724,242943,244118,245483,247059,248254,249752,251207,253105,254539,256085,258051,260633,263861,266573,269282,271769,275077,278510,282381,285730,289577,292995,296303,299733,303559,308922,314720,319809,325143,330613,336536,342477,348522,355966,363789,371504,378006,384652,391166,399095,405324,412447,419902,429109,439042,448907,458979,468655,478198,486401,494065,501868,510650,518943,524854,529918,532505,534714,536868,538921,541674,542379,543916,543830,544265,543896,543942,543078,542030,541176,540847,541547,541902,542581,542430,542017,540348,538518,537755,536936,538106,537694,533971,527817,522208,519682,516474,512165,507660,501765,496846,491714,487032,481238,477523,475402,472673,468459,464686,464358,465318,468821,469799,472388,472762,476239,478283,480546,481971,482987,485150,484624,484009,481886,480800,477947,476266,474851,474042,472162,469866,468833,466441,465898,465564,466401,467997,469275,471805,471852,473079,472705,474796,476392,479689,481736,483818,485444,487422,490584,491389,492371,493299,498906,504643,510390,514722,519835,523207,526456,528111,530339,532937,537386,541006,543612,544354,544632,545668,546865,549153,550658,553137,555189,558098,559658,561570,561647,562231,563718,565660,567030,568720,571201,573622,575665,577329,580021,582904,587348,591814,595445,597848,600587,603090,605207,607351,610218,614730,618404,621396,622146,624143,626817,630687,633776,636426,639058,641450,643300,643889,644696,646253,649010,650501,651084,650961,651157,651789,652689,653845,653408,652762,652508,653960,655342,655767,655790,654830,654206,653883,654160,654590,656212,658465,660715,661758,662996,665647,669306,674269,679433,684721,689945
Maine,99691,99325,99096,98578,98194,97803,97520,97320,97236,97283,97319,97349,97753,98354,98975,99311,99572,99933,100263,100512,100722,100779,101073,101441,101250,100839,100309,100386,100564,100784,100982,101369,101856,102533,102916,103336,103908,104705,105629,106465,107298,108270,109405,110374,111037,111539,112368,113282,114406,115514,116607,117580,118332,119075,119756,120637,121678,122788,123920,125129,126428,127594,128706,129657,130938,132192,133526,134646,135815,136983,138317,139532,140798,142134,143643,145390,146765,148160,149399,150765,152074,153349,154706,156134,157495,158738,159882,161045,162466,163878,165451,167519,169810,172275,173926,175599,176960,178875,180888,183172,185726,188443,191165,192815,194149,195322,197438,199487,202149,204533,206812,208426,209662,210781,211926,213093,214226,215063,215793,216434,216793,216817,216811,216848,217107,217323,217499,217674,217857,218125,218217,218123,217885,217528,217094,216962,216886,216703,216023,216023,215954,216119,215541,215391,215213,215008,214595,213515,212528,211194,210450,208999,207837,206582,205888,204596,203060,201551,199872,198444,196358,195265,194218,193926,193283,192652,192024,191875,191498,191182,191245,192004,192861,192521,191575,190480,189857,189200,188411,187464,187441,187796,188094,187404,186726,186357,186404,186254,186039,185781,185417,185019,184364,183538,182800,182581,182632,183007,183455,183794,183984,184208,185038,185916,186635,187016,187272,187163,187002,186956,186949,187305,187528,187896,187840,187736,187686,187608,187530,187945,188651,189259,189525,189423,189612,189825,190035,190059,190027,190684,191776,192459,192924,193233,194096,194997,195522,195950,196383,197628,198856,199725,200160,201011,201733,202424,202648,203390,204626,205992,207499,208490,209527,210359,211251,212440,213805,215298,216797,217860,218710,219445,220203,220991,222279,223942,225681,226523,227430,228514,229906,231084,231915,232478,232992,233682,233784,234009,234086,234998,236172,237864,239386,240450,241421,242452,243728,244832,246454,248235,250383,252441,254209,255653,257305,259742,262687,265980,269331,272995,276704,280437
New Hampshire,107283,106978,106771,106437,106419,106595,106901,107155,107378,107625,107915,108324,108757,109381,110049,110689,111072,111269,111400,111670,112119,112696,113327,113919,114543,115226,115957,116713,117377,118089,118864,119824,120827,121803,122637,123414,124146,124950,125927,127217,128588,130086,131435,132545,133514,134396,135821,137375,139250,140855,142469,143539,144623,145634,147074,148752,150510,152562,154364,156207,157818,159747,161595,163662,165922,168182,170284,172087,173940,175569,177275,179004,180831,182538,184118,185987,187576,189415,191199,193386,195514,197788,200040,202402,204676,206969,209367,211400,213588,215546,217719,219674,221886,224104,226043,227655,229348,231306,233314,235341,237556,239939,242096,244124,245885,247651,249636,251774,253895,256070,258191,260393,262070,263495,264904,266326,267826,269306,270672,271980,272973,273140,272922,272945,273215,273454,273071,272658,271989,271010,269982,268867,267860,266818,266325,265384,264951,264154,263725,263102,262415,261780,260561,259273,257500,256275,254623,253585,251417,249253,246960,244936,243060,241039,239571,237888,236766,235408,234330,232501,231055,229964,229037,227977,226732,225912,225532,225502,225398,224782,224117,223564,223426,223158,223160,223163,223413,223005,222125,221124,220336,220151,219728,219256,218053,216863,215255,214285,213438,213148,212650,212095,211551,210960,210293,209776,210011,210584,211538,211854,212047,212161,212613,213255,213758,214451,215653,216952,217981,218771,219556,220603,221702,222775,223643,224502,225212,225948,226353,226836,227081,227545,227924,228447,228912,229571,230406,231005,231837,232544,233646,234669,236072,237137,238212,238826,239396,239677,240138,241152,241965,242394,242563,243120,244155,245226,246104,247094,248343,249814,250986,251849,252957,255026,256986,258639,259368,260431,261840,263423,264916,266404,268334,270139,271745,272564,273690,274966,276578,278168,279455,280989,282105,283081,283422,284067,284984,285768,286177,286617,288277,290238,291935,292424,292835,293294,294148,294955,296436,298335,300730,302772,304365,305927,308064,311294,315139,319365,323886,328724,333322,338281
Rhode Island,126062,126156,126151,126154,125991,125723,125480,125409,125591,125770,125889,125937,126081,126059,126116,126156,126571,127062,127507,127691,127594,127573,127699,127976,128281,128647,128958,129185,129244,129410,129672,130138,130658,131201,131560,131920,132053,132443,132826,133530,134267,135317,136438,137450,138311,139096,140344,141667,143244,144685,146227,147681,149020,149907,150719,151437,152381,153312,154373,155614,157025,158406,159915,161491,163064,164715,166384,168310,170174,172461,174579,176889,178885,181029,183092,185385,187923,190600,193442,196880,200963,204664,207928,210620,213681,216845,220366,223741,227234,230761,234523,237687,240545,243399,246810,250489,253915,257517,260879,264100,267578,271586,275711,279292,282264,285527,288805,292311,296053,299173,301737,304303,306715,308908,310628,313028,315879,318373,320219,321300,321866,322623,323676,325052,325333,325381,324390,323250,321241,319400,317244,315698,314132,313133,312029,310453,309338,307282,306338,304926,304061,302759,301986,301066,299734,297318,294929,292204,289250,286380,283078,279713,276179,272668,268941,264936,260848,257270,253746,251581,249809,248397,246881,245830,245484,245551,245949,246065,246917,247541,248398,248016,247641,247219,247180,246791,245679,244232,242818,241941,240666,239727,238279,236876,235002,233525,231877,230365,228917,227570,225742,224147,223006,221744,220648,219776,219265,218818,218831,219033,219252,219561,220570,221621,222109,222942,223595,224711,225918,227142,228273,229678,231313,232895,233797,234170,234877,235272,236669,237935,239284,239788,239546,239037,238807,238864,239273,239891,240524,240855,240965,240770,240747,241446,242822,244147,244497,244987,245649,246938,248560,250859,252259,253250,253737,254375,255158,256220,258508,260223,261466,261969,262439,263147,264207,266478,269010,271598,273400,274622,275389,276797,279057,281529,283770,285468,287159,288069,288970,289849,291049,292481,293456,293918,293720,293718,293884,294170,294831,295471,296311,297362,299025,299746,300044,300252,301436,302422,303466,304888,306483,308416,310297,312304,314151,317064,320939,325388,329630,334345,339454,344836
Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137455,138094,138238,138684,138942,139434,139968,140345,140679,141132,141729,142455,142998,143164,143531,144138,144988,145605,146052,146706,147360,148068,148643,149097,149778,150525,151568,152422,153297,154058,155336,156843,158649,159911,161101,161906,162961,164128,165539,167222,169127,171150,172440,173339,173930,175313,176871,179569,182027,184070,185349,186383,187570,188602,190175,192133,194212,195523,196695,197363,198636,200175,202036,203751,205277,206898,208413,209605,210766,211991,213264,214147,214699,215453,216443,217244,217784,218157,218852,219525,220151,220773,221425,222175,222694,222339,221822,221552,221902,222219,222044,221896,221540,221456,221181,221072,220707,220521,219974,219219,218119,217118,216132,215128,214476,213860,213368,212662,212262,212165,212101,212218,212003,211784,211302,210925,210297,209443,208454,207449,206456,205418,204827,204293,204067,203673,203613,203635,203769,203832,203964,204353,204807,205348,205699,206131,206503,207057,207740,208385,209145,210065,211102,211977,212703,213458,214282,215092,215971,216783,217682,218561,219561,220542,221387,222315,223231,224275,225102,225857,226619,227735,228640,229647,230162,230781,231369,232117,233162,233965,234939,235860,237025,237715,238351,238644,239396,240061,240891,241448,241843,242298,242799,243404,243683,244314,245300,246507,247511,248288,249275,250445,251618,252826,253923,254926,255959,256983,257949,259097,260354,261858,263048,263866,264800,265939,267552,269439,271417,273226,274264,275308,276190,277408,278318,279654,281036,282401,283573,284498,285900,287039,288943,290314,291466,292250,293109,294661,295677,296910,297908,299558,301037,303081,305232,308071,311491,315337,319735,323852,328826
Delaware,132359,132303,132243,132100,132216,132485,132946,133321,133792,134229,134563,134735,134889,135204,135692,136309,136665,136816,136793,136889,136834,136852,136966,137311,137689,137954,138149,138330,138396,138507,138524,138694,139013,139419,139975,140599,141222,141857,142428,143066,143771,144531,145368,146050,146680,147228,147822,148415,149076,149799,150565,151368,152172,152987,153805,154592,155341,156045,156884,157616,158435,159097,159860,160541,161271,161951,162608,163331,164163,165087,165997,166957,167885,168877,169893,170923,171885,172939,174045,175243,176311,177467,178600,179890,181319,182995,184730,186366,187886,189301,190818,192432,194283,195923,197318,198337,199825,201601,203512,205575,207644,210477,213334,216164,218563,221142,224653,228953,232287,234580,236511,238844,242020,244276,246431,248505,251386,254360,256772,258751,261351,264240,267036,269079,270464,271733,273189,274600,275636,276475,276716,276992,276727,276838,276688,276905,277224,278184,278567,278686,278121,277765,277099,276001,274414,272847,272091,271297,270199,268072,265918,263608,261784,259593,258082,256614,255569,254139,252264,250459,248487,246981,245754,245211,244683,244478,243992,243425,242965,242714,242468,241942,241591,241242,240574,239332,238084,236559,234933,233614,232130,230845,228951,227277,225230,223584,222382,221480,220308,219070,218132,217062,215959,214450,213764,213110,213216,212834,212348,211255,210405,209557,209089,208763,208689,209080,209599,210129,210108,210194,210458,211603,212875,214521,215616,216662,217770,218496,219001,219209,220294,221231,222021,222211,222579,222863,223316,223729,224215,224868,225547,226635,227142,227845,228298,229114,229671,230014,230339,230705,231114,231768,232506,233493,234429,235587,236856,237793,238459,239178,239986,241041,241952,242360,242175,241458,241144,241197,241466,242188,243134,244273,245023,245314,245475,246519,248328,250292,251690,252445,253148,253673,254129,254621,255545,256658,257995,258671,259308,259403,259004,258556,258264,258384,258384,258051,257713,257853,258268,259167,259820,261135,262953,265194,267436,269517,271856,274606,277469,280215,282953,285750
South Dakota,87785,88194,88155,88214,87999,88022,88054,88078,88136,88161,88465,88632,88961,88893,88932,89040,89716,90186,90725,91106,91893,92683,93068,93632,93838,93667,93552,93947,94602,95384,96206,97273,97637,98055,98674,99533,100714,103292,106668,109122,110162,110504,110627,111191,111837,112924,113835,114437,115097,114928,114205,113507,113421,113687,113981,114095,114615,114830,114875,114951,114963,114836,115013,115462,116320,116671,117095,117206,117176,117325,117678,118054,118134,118460,118692,119059,119323,119865,120291,120672,121051,121179,121410,121764,122555,123360,123752,124019,123878,124074,124327,125015,125837,126842,127573,128112,128326,128705,129338,129989,130943,131851,132964,133719,134276,134766,135518,136315,137186,137935,138771,139706,140551,141303,141852,142650,143523,144414,144899,145280,145572,146021,146510,146953,147470,147877,148435,148684,148957,149026,149401,149875,150441,150831,151152,151525,151845,152249,152485,152910,153229,153708,154143,154617,155059,155450,155703,155858,155995,156172,156398,156628,156916,157180,157401,157438,157454,157343,157225,156956,156647,156257,155839,155386,154991,154631,154301,154153,154107,154191,154331,154620,154934,155107,155202,155250,155244,155177,155080,154932,154720,154463,154286,154042,153822,153834,153899,154032,154020,154118,154264,154390,154441,154547,154550,154654,154784,154918,155149,155421,155872,156326,156724,157195,157752,158375,158969,159495,159987,160484,160994,161483,161976,162391,162856,163293,163673,163964,164350,164799,165373,165860,166334,166747,167296,167896,168542,169041,169682,170406,171107,171742,172254,172963,173676,174497,174998,175531,176008,176787,177557,178291,179174,180128,181071,181749,182395,183121,184087,185066,186107,187111,188105,189104,189930,190752,191591,192574,193526,194379,195129,195761,196424,196944,197519,198094,198866,199648,200755,201833,202991,203950,204964,206011,206930,207791,208571,209137,209654,210131,210990,211821,212614,213235,213830,214372,214756,215355,216083,216865,217508,218201,218704,219300,219992,221053,222235,223583,225226,226882,228597,230530
Alaska,118534,118933,119194,119831,120321,120898,121420,121837,122175,122308,122467,122626,122676,122778,122960,123254,123841,124099,124483,124894,125536,126328,126748,127214,127465,127809,128172,128812,129210,129985,130778,131705,132403,133065,134358,135573,137618,139109,140571,141024,141568,141989,142079,142312,142521,143381,143937,144359,144120,143734,143316,143081,143143,143270,143754,144183,144899,145326,145905,146637,147962,150185,152988,155829,158306,160493,162501,163983,165079,166027,167130,168323,169357,169999,170419,171004,171408,171719,171765,172330,172929,173592,174261,174971,175894,176407,176933,177298,178140,179306,181064,182533,184047,185438,186668,187750,188088,189281,190335,191936,193088,194553,195735,196957,198312,199744,201302,202710,204469,206150,207908,209499,211247,212544,213942,215364,217001,218773,220555,222495,224420,225736,226899,227934,229343,230904,232445,234191,235747,237100,238220,239434,240578,241716,242549,243561,244453,245336,246065,246559,247182,247799,248391,248807,249206,249255,249605,249620,249925,249991,250142,250362,250315,250419,250317,250026,249593,250109,250681,251103,250521,250136,249650,249104,248642,248179,248319,248558,249091,248944,248932,249148,249788,250041,250256,250540,250747,250675,250174,249924,249255,248705,247605,246674,245988,246013,246249,246458,246508,246716,246865,247246,247836,248562,249455,250278,251083,251105,250959,250680,250962,251466,252128,252110,252569,252954,253894,254514,255262,256666,257973,259363,260261,260819,261561,262295,262738,263278,263804,264228,264054,263617,264003,265014,266122,267211,267704,268654,269331,269898,270288,271512,273435,275218,275874,275848,275568,275575,276134,277012,278186,279299,279886,279642,278917,278205,278078,278016,278378,278662,279071,279180,279237,279007,278834,278722,278917,279359,279735,280030,280774,281908,282655,282779,282239,281645,281093,280489,280809,281221,282018,281990,282034,282922,284091,284757,284912,287568,290844,295344,296244,297075,296614,297515,297314,293307,289355,285780,286136,284894,283698,280924,279986,279161,279178,278691,278899,281413,283939,286748,287333,288234
North Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142442,141933,141697,141567,142151,142994,143866,144744,145704,146634,147227,147705,148080,149303,150661,151855,152093,152179,152328,152525,152724,153022,153843,154874,155954,156569,157297,157960,158694,159117,159544,160041,160546,161022,161564,162174,162899,163461,163829,164034,164206,164604,164908,165110,165129,165338,165543,165474,165411,165560,165877,165900,165724,165435,165146,165215,165360,165480,165233,165171,165230,165206,164897,164686,164935,165496,166293,166786,167367,167575,167878,168070,168157,168214,168447,168892,168882,168321,167779,167636,167680,167808,167985,168187,168581,169121,169946,170810,171981,173501,174962,176180,177197,178474,180055,181825,183627,185418,187078,188493,189763,191034,192357,193649,195107,196277,197612,198782,199955,200903,201568,202433,203306,204397,205463,207028,208478,210505,211441,212403,212919,214051,215443,217046,218848,220329,221372,221857,222153,222229,222840,223467,224400,224992,225605,225938,225803,225643,225692,225955,226296,226572,226930,227304,227319,227365,227080,226872,227012,227487,228089,228224,228397,228498,228799,228790,228939,228746,229068,229094,229256,228863,228680,228737,228769,228633,228393,228455,228845,229249,229351,229462,229676,230234,230853,231633,232420,232949,233030,233046,233124,233316,233516,233847,234170,234512,234776,234988,235304,236017,237196,238452,239600,240841
Vermont,108730,108719,108631,108496,108312,108036,107722,107480,107373,107488,107679,107955,108244,108329,108403,108329,108518,108927,109490,109820,110064,110069,110249,110332,110505,110892,111525,112400,112987,113487,113885,114715,115465,116243,116610,117093,117539,118053,118322,118655,119245,119990,120862,121497,122230,122925,123819,124694,125610,126392,127259,128037,128854,129568,130264,131050,131902,132883,133778,134668,135410,136338,137287,138317,139230,140122,141072,141915,142778,143626,144750,145875,147100,148175,149306,150419,151426,152441,153350,154160,154791,155384,156311,157360,158466,159427,160404,161276,162157,163114,164285,166195,168306,170456,171666,172763,173889,175587,177244,178926,181116,183436,185587,186773,187854,189208,191164,193301,195418,197313,199171,201517,203378,205126,206788,208917,211235,213212,214907,216438,217660,219010,220751,222298,223852,225114,226574,228080,229241,230282,231278,232191,232946,233811,234130,234527,234774,235333,235749,235725,235965,236400,237002,237472,238331,238189,238038,237166,236579,235912,235236,235121,234771,234195,233499,232847,232290,232025,231669,231437,231242,230894,230205,229108,228244,227602,227012,226509,226078,225903,226045,226190,226330,226374,226801,227263,227514,227710,227710,227786,227477,227207,226843,226748,226461,226316,226079,225908,225817,225844,226132,226161,226101,225921,225686,225552,225488,225533,225577,225618,225692,225564,225322,225260,225460,225699,225948,225930,225876,225665,225525,225444,225395,225346,225361,225380,225392,225291,225077,225035,225138,225449,225701,225923,226121,226388,226637,226932,227207,227544,227822,228012,228111,228118,228076,228036,227902,227877,227896,227842,227888,228237,228947,229594,229900,230195,230587,230934,231240,231509,231958,232539,233065,233491,233955,234494,235348,236452,237367,238600,239791,241376,242666,243876,244858,245603,246001,246622,247207,247304,247757,248146,249222,249694,250057,250309,250855,251949,252942,253777,254266,255201,255996,257235,258493,259196,259373,259401,260115,260468,260891,261212,262229,263248,264425,265434,266316,268068,270584,273542,276150,279119
